name;price;image_url;quantity;description;category
WÓDKA STOCK PRESTIGE KOKOS 37,5% 0,5L;40.50;https://alkoholeswiata24.pl/gfx/mini/1665059009.301.jpg, https://alkoholeswiata24.pl/gfx/1665059009.301.jpg;2;Wódka Stock Prestige Kokos 0,5l 37,5%;wodki smakowe
WÓDKA STOCK PRESTIGE GRAPEFRUIT 0,5L 37.5%;40.50;https://alkoholeswiata24.pl/gfx/mini/1482187821.8087.jpg, https://alkoholeswiata24.pl/gfx/1482187821.8087.jpg;2;Wódka Stock Prestige Grapefruit 0,5l 37,5%;wodki smakowe
WÓDKA STOCK PRESTIGE CRANBERY 0,7l 37.5%;54.89;https://alkoholeswiata24.pl/gfx/mini/1482187820.6381.jpg, https://alkoholeswiata24.pl/gfx/1482187820.6381.jpg;0;;wodki smakowe
WÓDKA STOCK PRESTIGE CRANBERY 0,5L 37.5%;41.00;https://alkoholeswiata24.pl/gfx/mini/1482187820.4306.jpg, https://alkoholeswiata24.pl/gfx/1482187820.4306.jpg;2;Wódka Stock Prestige Cranbery 0,5 37,5%;wodki smakowe
WÓDKA STOCK PRESTIGE CITRON 0,7l 37.5%;44.90;https://alkoholeswiata24.pl/gfx/mini/1482187820.2205.jpg, https://alkoholeswiata24.pl/gfx/1482187820.2205.jpg;0;;wodki smakowe
WÓDKA STOLICHNAYA CYTRYNOWA 37,5% 0,7L;64.00;https://alkoholeswiata24.pl/gfx/mini/1659956928.1025.jpg, https://alkoholeswiata24.pl/gfx/1659956928.1025.jpg;0;Wódka smakowa produkowana i butelkowana w Łotwie z najwyższej jakości mieszanki pszenicy i żyta. Swój delikatny, niepowtarzalny smak trunek uzyskuje dzięki sześciogodzinnej fermentacji i potrójnej destylacji.  : Delikatny, naturalny. Na początku słodka cytryna, następnie intensywny akcent limonki. : Subtelna, pikantna cytryna z kwiatowymi akcentami na finiszu.;wodki smakowe
WÓDKA ŚLIWOWICA PODBESKIDZKA 0,7L 50%;114.00;https://alkoholeswiata24.pl/gfx/mini/1646815565.1591.jpg, https://alkoholeswiata24.pl/gfx/1646815565.1591.jpg;0;Słowiański destylat produkowany w Europie Środkowo-Wschodniej oraz na Półwyspie Bałkańskim. Wyprodukowana w pełni z naturalnych, perfekcyjnie wyselekcjonowanych składników, krystalicznej wody i najlepszej jakości owoców. Produkcja opiera się na starannej, tradycyjnej technologii. Trunek uzyskiwany dzięki fermentacji alkoholowej i destylacji śliw, leżakowany w 225-litrowych dębowych beczkach.  Najlepiej degustować powoli, małymi łykami ze względu na wysoką zawartość alkoholu. Idealnie smakuje po góralsku - jako dodatek do herbaty.  : wytrawny, charakterystyczny dla destylatu ze śliwek.;wodki smakowe
WÓDKA ŚLIWOWICA PODBESKIDZKA 0,5L 72%;105.99;https://alkoholeswiata24.pl/gfx/mini/1546255878.9786.jpg, https://alkoholeswiata24.pl/gfx/1546255878.9786.jpg;0;;wodki smakowe
WÓDKA STUMBRAS CRANBERRY 0,5L 40%;42.99;https://alkoholeswiata24.pl/gfx/mini/1517775589.2803.jpg, https://alkoholeswiata24.pl/gfx/1517775589.2803.jpg;2;;wodki smakowe
WÓDKA STOLICHNAYA PREMIUM 0,7L 40% ŁOTWA;59.50;https://alkoholeswiata24.pl/gfx/mini/1659957912.9889.jpg, https://alkoholeswiata24.pl/gfx/1659957912.9889.jpg;10;Wódka klasy premium z ponad 40 - letnią tradycja. Znajduje się w pierwszej dziesiątce najlepszych wódek na świecie. Wódka wyprodukowana z pszenicy i żyta , 3-krotnie destylowana a później filtrowana węglem drzewnym i piaskiem kwarcowym, co pozwoliło stworzyć wódkę o niezrównanej delikatności i czystości. Do ciekawostek należy dodać  iż była pierwszą wódką w kosmosie. Uzyskała  certyfikat Alpha zmieniła klasyfikację jakości wódek i tym samym podniosłą poprzeczkę swojej konkurencji.;wodki smakowe
WÓDKA ŚLIWOWICA POLSKA 0,5L 55% + KIELISZKI W KARTONIE;93.00;https://alkoholeswiata24.pl/gfx/mini/1614337677.5295.jpg, https://alkoholeswiata24.pl/gfx/1614337677.5295.jpg;0;;wodki smakowe
WÓDKA TORUŃSKA ŚLIWKA Z NUTĄ CZEKOLADY 32% 0,5L;39.99;https://alkoholeswiata24.pl/gfx/mini/1689149279.2575.jpg, https://alkoholeswiata24.pl/gfx/1689149279.2575.jpg;0;;wodki smakowe
WÓDKA TORUŃSKA PIGWOWA (RYFLE) 36% 0,5L;46.90;https://alkoholeswiata24.pl/gfx/mini/1696858144.0637.jpg, https://alkoholeswiata24.pl/gfx/1696858144.0637.jpg;0;Wódka Toruńska Pigwowa 0,5l 36%;wodki smakowe
WÓDKA TORUŃSKA CHRZANOWA 37,5% 0,5L;38.50;https://alkoholeswiata24.pl/gfx/mini/1570435071.9475.jpg, https://alkoholeswiata24.pl/gfx/1570435071.9475.jpg;0;Wódka Toruńska Chrzanowa 37,5% 0,5l;wodki smakowe
WÓDKA ŚLIWOWICA STARZONA W BECZKACH 2023 0,7L 51,6%;469.00;https://alkoholeswiata24.pl/gfx/mini/1689675682.4563.jpg, https://alkoholeswiata24.pl/gfx/1689675682.4563.jpg;6;Wódka Śliwowica Starzona w Beczkach 2023 0,7l 51,6% Śliwowica Starzona w Beczkach to wysokiej jakości produkt manufakturowy, produkowany na bazie najwyższej jakości składników. Każda partia wódki była starzona w wyselekcjonowanych beczkach po winie klasy premium.  Wódka Śliwowica Starzona w Beczkach z 2023 roku starzona była przez 36 miesięcy w beczkach po winie Cabernet Cortis. Beczka użyta po raz pierwszy po zlaniu wina. Wódka została wydana w jedynie 306 egzemplarzach i zabutelkowana w naturalnej barwie z mocą 51,6% abv. Cały etap produkcji był ściśle kontrolowany, aby uzyskać najwyższą jakość produktu.   Niezwykły produkt charakteryzujący się delikatnym i gładkim smakiem z nutami owoców, dębu i karmelu. Na finiszu wyczuwalne nuty dojrzałej śliwki. To produkt, który doceni każdy koneser mocnych alkoholi.;wodki smakowe
WÓDKA ŚLIWOWICA STARZONA W BECZKACH 0,7L 51,8%;424.90;https://alkoholeswiata24.pl/gfx/mini/1672388210.9966.jpg, https://alkoholeswiata24.pl/gfx/1672388210.9966.jpg;3;Wódka Śliwowica Starzona w Beczkach 0,7l 51,8%;wodki smakowe
WÓDKA VAN GOGH DOUBLE KAWA ESPRESSO  0,7L 37.5%;89.99;https://alkoholeswiata24.pl/gfx/mini/1556624159.6983.jpg, https://alkoholeswiata24.pl/gfx/1556624159.6983.jpg;0;;wodki smakowe
WÓDKA WOLF & OAK RZEMIEŚLNICZA KWIAT BZU 0,7L 40%;116.90;https://alkoholeswiata24.pl/gfx/mini/1687180367.5348.jpg, https://alkoholeswiata24.pl/gfx/1687180367.5348.jpg;3;Wódka Rzemieślnicza Kwiat Bzu Wolf & Oak  Wódka Rzemieślnicza Kwiat Bzu produkowana jest przez polską destylarnię Wolf & Oak Distillery. To niezwykłe połączenie najwyższej jakości polskiej wódki żytniej z likierem na bazie kwiatów czarnego bzu. Zabutelkowany z mocą 40% abv. To lekki i bardzo przyjemny likier, odpowiedni zarówno dla kobiet i mężczyzn. Doskonale smakuje samodzielnie, podany na lodzie.;wodki smakowe
WÓDKA WOLF & OAK RZEMIEŚLNICZA CYTRNOWA 0,7L 40%;115.90;https://alkoholeswiata24.pl/gfx/mini/1700568848.8195.jpg, https://alkoholeswiata24.pl/gfx/1700568848.8195.jpg;3;Wódka Wolf & Oak Rzemieślnicza Cytrynowa Wódka Rzemieślnicza Cytrynowa od polskiego producenta Wolf & Oak to doskonałe połączenie wódki żytniej z dojrzałymi cytrynami. W smaku wódka jest delikatnie słodka i świeża. W aromacie wspaniałe nuty domowej lemoniady. Zamknięta z mocą 40% ABV.  Wódka Cytrynowa Wolf & Oak świetnie sprawdzi się na upalne dni podana na lodzie i idealnie rozgrzeje w zimowe dni wypita w temperaturze pokojowej. Można ją spożywać samodzielnie lub dodać do ulubionego koktajlu, gdzie nada wspaniałego orzeźwienia.;wodki smakowe
WÓDKA WOKULSKI PIGWA Z WHISKY IRLANDZKĄ 30% 0,5L;46.20;https://alkoholeswiata24.pl/gfx/mini/1629717613.2113.jpg, https://alkoholeswiata24.pl/gfx/1629717613.2113.jpg;0;;wodki smakowe
WÓDKA ZAJENBISTA WIŚNIOWA 40% 0,5L;73.00;https://alkoholeswiata24.pl/gfx/mini/1690885660.1772.jpg, https://alkoholeswiata24.pl/gfx/1690885660.1772.jpg;0;Wódka Zajenbista Wiśniowa 0,5l Wódka Zajenbista Wiśniowa to tradycyjna wódka smakowa o smaku wiśni. Produkowana na bazie maceratu ze świeżych owoców wiśni z dodatkiem czeremchy. To jedna z niewielu wódek wiśniowych na polskim rynku. Zabutelkowana z mocą 40% abv. Najlepiej pić solo lub na lodzie.;wodki smakowe
WÓDKA ZIELONOGÓRSKA ŚLIWOWICA 55% 0,5L;94.99;https://alkoholeswiata24.pl/gfx/mini/1636540541.8933.jpg, https://alkoholeswiata24.pl/gfx/1636540541.8933.jpg;10;Absolutna premiera wódki wyprodukowanej specjalnie dla Fire & Ice Alkohole Świata. Wódka Zielonogórska Śliwowica wspaniały symbol Zielonej Góry- największego miasta w województwie lubuskim. Z racji niewielkich zniszczeń wojennych została tutaj cała przedwojenna zabudowa wiejska. Kultura w Zielone Górze to przede wszystkim Winobranie, które jak co roku od wielu lat organizowane jest we wrześniu i przyciąga tłumy ludzi. Dzięki naszej pasji i zamiłowaniu do miejsca w którym mieszkamy powstała wódka Zielonogórska, trunek w mocno ograniczonej ilości a etykieta tej partii przedstawia domek winiarski, powstały w 1818 roku na wzgórzu winnym, który niegdyś należał do Augusta Gremplera- niezwykle znaczącej postaci w historii Zielonej Góry. Ta wódka to nie lada gratka dla miłośników Zielonej Góry oraz wspaniały prezent z podróży w naszych okolicach. *Zdjęcie poglądowe. Aktualnie dostępny rocznik 2023.;wodki smakowe
WÓDKA ZIELONOGÓRSKA PRZEPALANKA 40% 0,5L;49.99;https://alkoholeswiata24.pl/gfx/mini/1636540472.1042.jpg, https://alkoholeswiata24.pl/gfx/1636540472.1042.jpg;5;WÓDKA ZIELONOGÓRSKA PRZEPALANKA 40% 0,5L;wodki smakowe
WÓDKA ZIELONOGÓRSKA GRUSZKOWA 40% 0,7L;79.00;https://alkoholeswiata24.pl/gfx/mini/1648537240.2453.jpg, https://alkoholeswiata24.pl/gfx/1648537240.2453.jpg;0;powstałym w 1818 roku na wzgórzu winnym, który niegdyś należał do Augusta Gremplera- niezwykle znaczącej postaci w historii Zielonej Góry.;wodki smakowe
WÓDKA ZBÓJNICKA WIŚNIOWA 40% 0,5L;69.00;https://alkoholeswiata24.pl/gfx/mini/1700483680.6737.jpg, https://alkoholeswiata24.pl/gfx/1700483680.6737.jpg;6;"Wódka Zbójnicka Wiśniowa Regionalna wódka wiśniowa Zbójecka należąca do firmy ""Wódki Regionalne"". Produkowana z wysokiej jakości naturalnych składników według tradycyjnych beskidzkich receptur. Charakteryzuje się niezwykłym smakiem dojrzałych wiśni. Zamknięta z mocą 40% ABV.  Wódka Zbójnicka Wiśniowa doskonale sprawdzi się na zimowych, górskich wędrówkach. To dobry alkohol do piersiówki, który świetnie rozgrzeje od środka. Można delektować się nim solo, lub dodać do herbaty.";wodki smakowe
WÓDKA ŻOŁĄDKOWA GORZKA ORIENTALNA MALINA Z CYNAMONEM I GOŹDZIKAMI 30% 0,5L;29.99;https://alkoholeswiata24.pl/gfx/mini/1629235218.212.jpg, https://alkoholeswiata24.pl/gfx/1629235218.212.jpg;0;Wódka Żołądkowa Gorzka Orientalna Malina z Cynamonem i Goździkami 0,5l;wodki smakowe
WÓDKA ŻOŁĄDKOWA GORZKA RZEŚKA MANGO MELON 0,5L 28%;32.50;https://alkoholeswiata24.pl/gfx/mini/1660138387.212.jpg, https://alkoholeswiata24.pl/gfx/1660138387.212.jpg;0;;wodki smakowe
WÓDKA ŻOŁĄDKOWA GORZKA Z FIGĄ 0,5L 30%;32.50;https://alkoholeswiata24.pl/gfx/mini/1482187823.6327.jpg, https://alkoholeswiata24.pl/gfx/1482187823.6327.jpg;0;Wódka Żołądkowa Gorzka z figą 0,5l 30%;wodki smakowe
WÓDKA ŻOŁĄDKOWA GORZKA Z FIGĄ 0,2L 30%;18.91;https://alkoholeswiata24.pl/gfx/mini/1668772888.9239.jpg, https://alkoholeswiata24.pl/gfx/1668772888.9239.jpg;5;Wódka Żołądkowa Gorzka z Figą 0,2l 30%;wodki smakowe
WÓDKA ŻOŁĄDKOWA GORZKA RZEŚKA LIMONKA Z MIĘTĄ 0,5L 30%;32.50;https://alkoholeswiata24.pl/gfx/mini/1592467577.4213.jpg, https://alkoholeswiata24.pl/gfx/1592467577.4213.jpg;3;;wodki smakowe
WÓDKA ŻOŁĄDKOWA GORZKA RZEŚKA ARBUZ Z LIMONKĄ 28% 0,09L;10.90;https://alkoholeswiata24.pl/gfx/mini/1664971209.2317.jpg, https://alkoholeswiata24.pl/gfx/1664971209.2317.jpg;0;Wódka Żołądkowa Gorzka Rześka arbuz z limonką 0,09l 28%;wodki smakowe
WÓDKA ŻOŁĄDKOWA GORZKA PO IRLANDZKU WHISKEY & KAWA 28% 0,5L;32.50;https://alkoholeswiata24.pl/gfx/mini/1672910430.5878.jpg, https://alkoholeswiata24.pl/gfx/1672910430.5878.jpg;1;Wódka Żubrówka Gorzka po irlandzku whiskey & kawa 0,5l 28%;wodki smakowe
WÓDKA ŻOŁĄDKOWA GORZKA Z MIĘTĄ 0,2L 28%;19.10;https://alkoholeswiata24.pl/gfx/mini/1509299119.7895.jpg, https://alkoholeswiata24.pl/gfx/1509299119.7895.jpg;10;Wódka Żołądkowa Gorzka z Miętą 0,2l 30%;wodki smakowe
WÓDKA ŻUBRÓWKA DZIKA CZEREŚNIA 0,5L 32%;27.50;https://alkoholeswiata24.pl/gfx/mini/1656421990.7673.jpg, https://alkoholeswiata24.pl/gfx/1656421990.7673.jpg;0;Nowa edycja popularnej wódki żubrówki z źdźbłem trawy w połączeniu z aromatami dzikich owoców. Prezentowana tu Dzika Czereśnia dostarcza wspaniałej owocowej słodyczy, która idealnie łączy się z nutą cierpkości.  Niezmienna receptura opartej o macerat z trawy żubrowej, wyselekcjonowane owoce i źdźbło trawy oraz leżakowanie wódki w dębowych beczkach pozwala uzyskać głęboki i mocny charakter zapewniając niesamowite wrażenia.;wodki smakowe
WÓDKA ŻUBRÓWKA LEŚNA POZIOMKA 0,5L 32%;27.50;https://alkoholeswiata24.pl/gfx/mini/1559130863.9291.jpg, https://alkoholeswiata24.pl/gfx/1559130863.9291.jpg;0;Wódka Żubrówka Leśna Poziomka 0,5l;wodki smakowe
WÓDKA ŻUBRÓWKA BISON GRASS 0,7L 37,5%;50.50;https://alkoholeswiata24.pl/gfx/mini/1482187209.6699.jpg, https://alkoholeswiata24.pl/gfx/1482187209.6699.jpg;2;Wódka Żubrówka Bison Grass 0,7l 37,5%;wodki smakowe
WÓDKA ŻUBRÓWKA BISON GRASS KARAFKA KRYSZTAŁOWA 0,7L 37,5%;399.90;https://alkoholeswiata24.pl/gfx/mini/1609859048.2864.jpg, https://alkoholeswiata24.pl/gfx/1609859048.2864.jpg;0;;wodki smakowe
WÓDKA ŻUBRÓWKA BISON GRASS 0,5L 37,5%;35.90;https://alkoholeswiata24.pl/gfx/mini/1482187209.4739.jpg, https://alkoholeswiata24.pl/gfx/1482187209.4739.jpg;10;Wódka Żubrówka Bison Grass 0,5l 37,5%;wodki smakowe
WÓDKA ŻUBRÓWKA BISON GRASS 0,05L 40% MINIATURKA;9.90;https://alkoholeswiata24.pl/gfx/mini/1675242836.0753.jpg, https://alkoholeswiata24.pl/gfx/1675242836.0753.jpg;0;Wódka Żubrówka Bison Grass miniaturka 0,05l 40%;wodki smakowe
WÓDKA ŻOŁĄDKOWA KOLONIALNA Z NUTĄ WHISKY 0,5l 38%;42.90;https://alkoholeswiata24.pl/gfx/mini/1668766697.0187.jpg, https://alkoholeswiata24.pl/gfx/1668766697.0187.jpg;1;Wódka Żołądkowa Kolonialna z Nutą Whisky 0,5l 38%;wodki smakowe
WÓDKA ŻOŁĄDKOWA KOLONIALNA Z NUTĄ BRANDY+ PIERŚ. 0,5l 38%;39.90;https://alkoholeswiata24.pl/gfx/mini/1615495970.027.jpg, https://alkoholeswiata24.pl/gfx/1615495970.027.jpg;0;;wodki smakowe
WÓDKA ŻOŁĄDKOWA GORZKA Z MIĘTĄ 0,5L 28%;32.50;https://alkoholeswiata24.pl/gfx/mini/1482187824.2156.jpg, https://alkoholeswiata24.pl/gfx/1482187824.2156.jpg;6;Wódka Żołądkowa Gorzka Mięta 0,5l 30%;wodki smakowe
WÓDKA ŻUBRÓWKA RZEŚKI ROKITNIK 0,5L 30%;32.20;https://alkoholeswiata24.pl/gfx/mini/1653639064.7348.jpg, https://alkoholeswiata24.pl/gfx/1653639064.7348.jpg;2;Wódka Żubrówka Rześki Rokitnik 0,5l 30%;wodki smakowe
ZESTAW UPOMINKOWY ŻUBRÓWKA KORZENNA MOC 0,5L + RZEŚKI ROKITNIK 0,5L;84.89;https://alkoholeswiata24.pl/gfx/mini/1664537994.1638.jpg, https://alkoholeswiata24.pl/gfx/1664537994.1638.jpg;0;Zestaw upominkowy żubrówka korzenna moc 0,5l + rześki rokitnik 0,5l;wodki smakowe
WÓDKA ŻUBRÓWKA Z NUTĄ MIĘTY 0,5L 37,5%;39.99;https://alkoholeswiata24.pl/gfx/mini/1668775819.3352.jpg, https://alkoholeswiata24.pl/gfx/1668775819.3352.jpg;10;Wódka Żubrówka z Nutą Mięty 0,5l 37,5%;wodki smakowe
